01-02 09:31:01,549326 [INFOR] [userlog] 当前:2024-01-02 09:31:01 用户:cxh 登录成功
01-02 09:31:07,132572 [INFOR] [userlog] 当前:2024-01-02 09:31:07 用户:cxh 退出登录
01-02 09:31:12,454902 [INFOR] [userlog] 当前:2024-01-02 09:31:12 用户:wwh 登录成功
01-02 20:00:41,367185 [INFOR] [userlog] 当前:2024-01-02 20:00:41 用户:wwh 创建固件扫描任务:KL_2_059_0.zip, id:3166
01-02 20:00:41,870447 [INFOR] [userlog] 当前:2024-01-02 20:00:41 用户:wwh 开始固件扫描任务:KL_2_059_0.zip, id:3166
01-02 20:00:43,397227 [INFOR] [userlog] 当前:2024-01-02 20:00:43 用户:wwh 创建固件扫描任务:KL_002_127_000.zip, id:3167
01-02 20:00:43,865224 [INFOR] [userlog] 当前:2024-01-02 20:00:43 用户:wwh 开始固件扫描任务:KL_002_127_000.zip, id:3167
01-02 20:00:45,308526 [INFOR] [userlog] 当前:2024-01-02 20:00:45 用户:wwh 创建固件扫描任务:KL_002_235_000.zip, id:3168
01-02 20:00:45,878931 [INFOR] [userlog] 当前:2024-01-02 20:00:45 用户:wwh 开始固件扫描任务:KL_002_235_000.zip, id:3168
01-02 20:00:47,517244 [INFOR] [userlog] 当前:2024-01-02 20:00:47 用户:wwh 创建固件扫描任务:KL_002_083_000.zip, id:3169
01-02 20:00:48,427675 [INFOR] [userlog] 当前:2024-01-02 20:00:48 用户:wwh 开始固件扫描任务:KL_002_083_000.zip, id:3169
01-02 20:00:51,879019 [INFOR] [userlog] 当前:2024-01-02 20:00:51 用户:wwh 创建固件扫描任务:KL_2_039_0.zip, id:3170
01-02 20:00:53,431724 [INFOR] [userlog] 当前:2024-01-02 20:00:53 用户:wwh 开始固件扫描任务:KL_2_039_0.zip, id:3170
01-02 20:00:55,061457 [INFOR] [userlog] 当前:2024-01-02 20:00:54 用户:wwh 创建固件扫描任务:KL_1_78_0.zip, id:3171
01-02 20:00:55,599745 [INFOR] [userlog] 当前:2024-01-02 20:00:55 用户:wwh 开始固件扫描任务:KL_1_78_0.zip, id:3171
01-02 20:01:00,730470 [INFOR] [userlog] 当前:2024-01-02 20:00:58 用户:wwh 创建固件扫描任务:KL_002_096_000.zip, id:3172
01-02 20:01:01,277466 [INFOR] [userlog] 当前:2024-01-02 20:01:01 用户:wwh 开始固件扫描任务:KL_002_096_000.zip, id:3172
01-02 20:01:03,668692 [INFOR] [userlog] 当前:2024-01-02 20:01:03 用户:wwh 创建固件扫描任务:KL_002_151_000.zip, id:3173
01-02 20:01:04,238958 [INFOR] [userlog] 当前:2024-01-02 20:01:03 用户:wwh 开始固件扫描任务:KL_002_151_000.zip, id:3173
01-02 20:01:08,008389 [INFOR] [userlog] 当前:2024-01-02 20:01:07 用户:wwh 创建固件扫描任务:KL_1_121_0.zip, id:3174
01-02 20:01:09,784569 [INFOR] [userlog] 当前:2024-01-02 20:01:09 用户:wwh 开始固件扫描任务:KL_1_121_0.zip, id:3174
01-02 20:01:12,640458 [INFOR] [userlog] 当前:2024-01-02 20:01:12 用户:wwh 创建固件扫描任务:KL_002_219_000.zip, id:3175
01-02 20:01:13,583375 [INFOR] [userlog] 当前:2024-01-02 20:01:13 用户:wwh 开始固件扫描任务:KL_002_219_000.zip, id:3175
01-02 20:01:18,050476 [INFOR] [userlog] 当前:2024-01-02 20:01:16 用户:wwh 创建固件扫描任务:KL_1_90_0.zip, id:3176
01-02 20:01:19,191323 [INFOR] [userlog] 当前:2024-01-02 20:01:18 用户:wwh 开始固件扫描任务:KL_1_90_0.zip, id:3176
01-02 20:01:20,593411 [INFOR] [userlog] 当前:2024-01-02 20:01:20 用户:wwh 创建固件扫描任务:KL_002_142_000.zip, id:3177
01-02 20:01:21,178065 [INFOR] [userlog] 当前:2024-01-02 20:01:20 用户:wwh 开始固件扫描任务:KL_002_142_000.zip, id:3177
01-02 20:01:22,668082 [INFOR] [userlog] 当前:2024-01-02 20:01:22 用户:wwh 创建固件扫描任务:KL_1_119_0.zip, id:3178
01-02 20:01:23,313878 [INFOR] [userlog] 当前:2024-01-02 20:01:22 用户:wwh 开始固件扫描任务:KL_1_119_0.zip, id:3178
01-02 20:01:24,745956 [INFOR] [userlog] 当前:2024-01-02 20:01:24 用户:wwh 创建固件扫描任务:KL_002_223_000.zip, id:3179
01-02 20:01:25,273954 [INFOR] [userlog] 当前:2024-01-02 20:01:24 用户:wwh 开始固件扫描任务:KL_002_223_000.zip, id:3179
01-02 20:01:26,312037 [INFOR] [userlog] 当前:2024-01-02 20:01:26 用户:wwh 创建固件扫描任务:KL_002_149_000.zip, id:3180
01-02 20:01:26,875901 [INFOR] [userlog] 当前:2024-01-02 20:01:26 用户:wwh 开始固件扫描任务:KL_002_149_000.zip, id:3180
01-02 20:01:28,517629 [INFOR] [userlog] 当前:2024-01-02 20:01:28 用户:wwh 创建固件扫描任务:KL_2_025_0.zip, id:3181
01-02 20:01:29,069849 [INFOR] [userlog] 当前:2024-01-02 20:01:28 用户:wwh 开始固件扫描任务:KL_2_025_0.zip, id:3181
01-02 20:01:30,757701 [INFOR] [userlog] 当前:2024-01-02 20:01:30 用户:wwh 创建固件扫描任务:KL_002_078_000.zip, id:3182
01-02 20:01:31,298000 [INFOR] [userlog] 当前:2024-01-02 20:01:30 用户:wwh 开始固件扫描任务:KL_002_078_000.zip, id:3182
01-02 20:01:33,182728 [INFOR] [userlog] 当前:2024-01-02 20:01:33 用户:wwh 创建固件扫描任务:KL_002_212_000.zip, id:3183
01-02 20:01:33,871300 [INFOR] [userlog] 当前:2024-01-02 20:01:33 用户:wwh 开始固件扫描任务:KL_002_212_000.zip, id:3183
01-02 20:01:35,462388 [INFOR] [userlog] 当前:2024-01-02 20:01:35 用户:wwh 创建固件扫描任务:KL_002_239_000.zip, id:3184
01-02 20:01:36,020076 [INFOR] [userlog] 当前:2024-01-02 20:01:35 用户:wwh 开始固件扫描任务:KL_002_239_000.zip, id:3184
01-02 20:01:37,565874 [INFOR] [userlog] 当前:2024-01-02 20:01:37 用户:wwh 创建固件扫描任务:KL_002_230_000.zip, id:3185
01-02 20:01:38,043616 [INFOR] [userlog] 当前:2024-01-02 20:01:37 用户:wwh 开始固件扫描任务:KL_002_230_000.zip, id:3185
01-02 20:01:39,287145 [INFOR] [userlog] 当前:2024-01-02 20:01:39 用户:wwh 创建固件扫描任务:KL_1_63_0.zip, id:3186
01-02 20:01:39,799709 [INFOR] [userlog] 当前:2024-01-02 20:01:39 用户:wwh 开始固件扫描任务:KL_1_63_0.zip, id:3186
01-02 20:01:40,987782 [INFOR] [userlog] 当前:2024-01-02 20:01:40 用户:wwh 创建固件扫描任务:KL_1_65_0.zip, id:3187
01-02 20:01:41,482906 [INFOR] [userlog] 当前:2024-01-02 20:01:41 用户:wwh 开始固件扫描任务:KL_1_65_0.zip, id:3187
01-02 20:01:42,896829 [INFOR] [userlog] 当前:2024-01-02 20:01:42 用户:wwh 创建固件扫描任务:KL_2_061_0.zip, id:3188
01-02 20:01:43,472405 [INFOR] [userlog] 当前:2024-01-02 20:01:43 用户:wwh 开始固件扫描任务:KL_2_061_0.zip, id:3188
01-02 20:01:44,779363 [INFOR] [userlog] 当前:2024-01-02 20:01:44 用户:wwh 创建固件扫描任务:KL_2_006_0.zip, id:3189
01-02 20:01:45,307557 [INFOR] [userlog] 当前:2024-01-02 20:01:45 用户:wwh 开始固件扫描任务:KL_2_006_0.zip, id:3189
01-02 20:01:46,633120 [INFOR] [userlog] 当前:2024-01-02 20:01:46 用户:wwh 创建固件扫描任务:KL_002_237_000.zip, id:3190
01-02 20:01:47,160167 [INFOR] [userlog] 当前:2024-01-02 20:01:46 用户:wwh 开始固件扫描任务:KL_002_237_000.zip, id:3190
01-02 20:01:48,629225 [INFOR] [userlog] 当前:2024-01-02 20:01:48 用户:wwh 创建固件扫描任务:KL_002_074_000.zip, id:3191
01-02 20:01:49,201791 [INFOR] [userlog] 当前:2024-01-02 20:01:48 用户:wwh 开始固件扫描任务:KL_002_074_000.zip, id:3191
01-02 20:01:50,594660 [INFOR] [userlog] 当前:2024-01-02 20:01:50 用户:wwh 创建固件扫描任务:KL_2_009_0.zip, id:3192
01-02 20:01:51,180006 [INFOR] [userlog] 当前:2024-01-02 20:01:50 用户:wwh 开始固件扫描任务:KL_2_009_0.zip, id:3192
01-02 20:01:52,608981 [INFOR] [userlog] 当前:2024-01-02 20:01:52 用户:wwh 创建固件扫描任务:KL_002_093_000.zip, id:3193
01-02 20:01:53,109424 [INFOR] [userlog] 当前:2024-01-02 20:01:52 用户:wwh 开始固件扫描任务:KL_002_093_000.zip, id:3193
01-02 20:01:54,517407 [INFOR] [userlog] 当前:2024-01-02 20:01:54 用户:wwh 创建固件扫描任务:KL_002_177_000.zip, id:3194
01-02 20:01:55,048762 [INFOR] [userlog] 当前:2024-01-02 20:01:54 用户:wwh 开始固件扫描任务:KL_002_177_000.zip, id:3194
01-02 20:01:56,619427 [INFOR] [userlog] 当前:2024-01-02 20:01:56 用户:wwh 创建固件扫描任务:KL_002_204_000.zip, id:3195
01-02 20:01:57,249203 [INFOR] [userlog] 当前:2024-01-02 20:01:56 用户:wwh 开始固件扫描任务:KL_002_204_000.zip, id:3195
01-02 20:01:58,502229 [INFOR] [userlog] 当前:2024-01-02 20:01:58 用户:wwh 创建固件扫描任务:KL_1_66_0.zip, id:3196
01-02 20:01:59,016962 [INFOR] [userlog] 当前:2024-01-02 20:01:58 用户:wwh 开始固件扫描任务:KL_1_66_0.zip, id:3196
01-02 20:02:00,828160 [INFOR] [userlog] 当前:2024-01-02 20:02:00 用户:wwh 创建固件扫描任务:KL_2_011_0.zip, id:3197
01-02 20:02:01,356470 [INFOR] [userlog] 当前:2024-01-02 20:02:01 用户:wwh 开始固件扫描任务:KL_2_011_0.zip, id:3197
01-02 20:02:02,748774 [INFOR] [userlog] 当前:2024-01-02 20:02:02 用户:wwh 创建固件扫描任务:KL_2_022_0.zip, id:3198
01-02 20:02:03,262371 [INFOR] [userlog] 当前:2024-01-02 20:02:02 用户:wwh 开始固件扫描任务:KL_2_022_0.zip, id:3198
01-02 20:02:04,762687 [INFOR] [userlog] 当前:2024-01-02 20:02:04 用户:wwh 创建固件扫描任务:KL_002_194_000.zip, id:3199
01-02 20:02:05,331715 [INFOR] [userlog] 当前:2024-01-02 20:02:05 用户:wwh 开始固件扫描任务:KL_002_194_000.zip, id:3199
01-02 20:02:07,845588 [INFOR] [userlog] 当前:2024-01-02 20:02:07 用户:wwh 创建固件扫描任务:KL_002_166_000.zip, id:3200
01-02 20:02:08,397329 [INFOR] [userlog] 当前:2024-01-02 20:02:08 用户:wwh 开始固件扫描任务:KL_002_166_000.zip, id:3200
01-02 20:02:09,985922 [INFOR] [userlog] 当前:2024-01-02 20:02:09 用户:wwh 创建固件扫描任务:KL_002_102_000.zip, id:3201
01-02 20:02:10,582976 [INFOR] [userlog] 当前:2024-01-02 20:02:10 用户:wwh 开始固件扫描任务:KL_002_102_000.zip, id:3201
01-02 20:02:12,529076 [INFOR] [userlog] 当前:2024-01-02 20:02:12 用户:wwh 创建固件扫描任务:KL_002_081_000.zip, id:3202
01-02 20:02:13,145880 [INFOR] [userlog] 当前:2024-01-02 20:02:12 用户:wwh 开始固件扫描任务:KL_002_081_000.zip, id:3202
01-02 20:02:14,653407 [INFOR] [userlog] 当前:2024-01-02 20:02:14 用户:wwh 创建固件扫描任务:KL_002_186_000.zip, id:3203
01-02 20:02:15,205144 [INFOR] [userlog] 当前:2024-01-02 20:02:14 用户:wwh 开始固件扫描任务:KL_002_186_000.zip, id:3203
01-02 20:02:16,813286 [INFOR] [userlog] 当前:2024-01-02 20:02:16 用户:wwh 创建固件扫描任务:KL_002_218_000.zip, id:3204
01-02 20:02:17,398685 [INFOR] [userlog] 当前:2024-01-02 20:02:17 用户:wwh 开始固件扫描任务:KL_002_218_000.zip, id:3204
01-02 20:02:18,883359 [INFOR] [userlog] 当前:2024-01-02 20:02:18 用户:wwh 创建固件扫描任务:KL_2_055_0.zip, id:3205
01-02 20:02:19,460560 [INFOR] [userlog] 当前:2024-01-02 20:02:19 用户:wwh 开始固件扫描任务:KL_2_055_0.zip, id:3205
01-02 20:02:21,063507 [INFOR] [userlog] 当前:2024-01-02 20:02:21 用户:wwh 创建固件扫描任务:KL_1_99_0.zip, id:3206
01-02 20:02:21,676683 [INFOR] [userlog] 当前:2024-01-02 20:02:21 用户:wwh 开始固件扫描任务:KL_1_99_0.zip, id:3206
01-02 20:02:23,183375 [INFOR] [userlog] 当前:2024-01-02 20:02:23 用户:wwh 创建固件扫描任务:KL_1_101_0.zip, id:3207
01-02 20:02:23,703721 [INFOR] [userlog] 当前:2024-01-02 20:02:23 用户:wwh 开始固件扫描任务:KL_1_101_0.zip, id:3207
01-02 20:02:25,213229 [INFOR] [userlog] 当前:2024-01-02 20:02:25 用户:wwh 创建固件扫描任务:KL_002_092_000.zip, id:3208
01-02 20:02:25,769022 [INFOR] [userlog] 当前:2024-01-02 20:02:25 用户:wwh 开始固件扫描任务:KL_002_092_000.zip, id:3208
01-02 20:02:27,236957 [INFOR] [userlog] 当前:2024-01-02 20:02:27 用户:wwh 创建固件扫描任务:KL_2_050_0.zip, id:3209
01-02 20:02:27,722920 [INFOR] [userlog] 当前:2024-01-02 20:02:27 用户:wwh 开始固件扫描任务:KL_2_050_0.zip, id:3209
01-02 20:02:29,256974 [INFOR] [userlog] 当前:2024-01-02 20:02:29 用户:wwh 创建固件扫描任务:KL_1_96_0.zip, id:3210
01-02 20:02:29,878301 [INFOR] [userlog] 当前:2024-01-02 20:02:29 用户:wwh 开始固件扫描任务:KL_1_96_0.zip, id:3210
01-02 20:02:31,366118 [INFOR] [userlog] 当前:2024-01-02 20:02:31 用户:wwh 创建固件扫描任务:KL_2_063_0.zip, id:3211
01-02 20:02:31,940049 [INFOR] [userlog] 当前:2024-01-02 20:02:31 用户:wwh 开始固件扫描任务:KL_2_063_0.zip, id:3211
01-02 20:02:33,665822 [INFOR] [userlog] 当前:2024-01-02 20:02:33 用户:wwh 创建固件扫描任务:KL_1_102_0.zip, id:3212
01-02 20:02:34,180012 [INFOR] [userlog] 当前:2024-01-02 20:02:33 用户:wwh 开始固件扫描任务:KL_1_102_0.zip, id:3212
01-02 20:02:35,960479 [INFOR] [userlog] 当前:2024-01-02 20:02:35 用户:wwh 创建固件扫描任务:KL_002_224_000.zip, id:3213
01-02 20:02:36,472442 [INFOR] [userlog] 当前:2024-01-02 20:02:36 用户:wwh 开始固件扫描任务:KL_002_224_000.zip, id:3213
01-02 20:02:38,290914 [INFOR] [userlog] 当前:2024-01-02 20:02:38 用户:wwh 创建固件扫描任务:KL_002_195_000.zip, id:3214
01-02 20:02:38,997442 [INFOR] [userlog] 当前:2024-01-02 20:02:38 用户:wwh 开始固件扫描任务:KL_002_195_000.zip, id:3214
01-02 20:02:40,998842 [INFOR] [userlog] 当前:2024-01-02 20:02:40 用户:wwh 创建固件扫描任务:KL_1_128_0.zip, id:3215
01-02 20:02:41,564517 [INFOR] [userlog] 当前:2024-01-02 20:02:41 用户:wwh 开始固件扫描任务:KL_1_128_0.zip, id:3215
01-02 20:02:44,018075 [INFOR] [userlog] 当前:2024-01-02 20:02:43 用户:wwh 创建固件扫描任务:KL_002_238_000.zip, id:3216
01-02 20:02:44,490125 [INFOR] [userlog] 当前:2024-01-02 20:02:44 用户:wwh 开始固件扫描任务:KL_002_238_000.zip, id:3216
01-02 20:02:46,096578 [INFOR] [userlog] 当前:2024-01-02 20:02:46 用户:wwh 创建固件扫描任务:KL_2_046_0.zip, id:3217
01-02 20:02:46,620222 [INFOR] [userlog] 当前:2024-01-02 20:02:46 用户:wwh 开始固件扫描任务:KL_2_046_0.zip, id:3217
01-02 20:02:47,997141 [INFOR] [userlog] 当前:2024-01-02 20:02:47 用户:wwh 创建固件扫描任务:KL_2_039._0.zip, id:3218
01-02 20:02:48,558285 [INFOR] [userlog] 当前:2024-01-02 20:02:48 用户:wwh 开始固件扫描任务:KL_2_039._0.zip, id:3218
01-02 20:02:49,840454 [INFOR] [userlog] 当前:2024-01-02 20:02:49 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexB_For_Standard.zip, id:3219
01-02 20:02:50,321579 [INFOR] [userlog] 当前:2024-01-02 20:02:50 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexB_For_Standard.zip, id:3219
01-02 20:02:53,014881 [INFOR] [userlog] 当前:2024-01-02 20:02:52 用户:wwh 创建固件扫描任务:AnnexA_For_Standard.zip, id:3220
01-02 20:02:53,550745 [INFOR] [userlog] 当前:2024-01-02 20:02:53 用户:wwh 开始固件扫描任务:AnnexA_For_Standard.zip, id:3220
01-02 20:02:54,730412 [INFOR] [userlog] 当前:2024-01-02 20:02:54 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexB_For_Z.zip, id:3221
01-02 20:02:55,236264 [INFOR] [userlog] 当前:2024-01-02 20:02:54 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexB_For_Z.zip, id:3221
01-02 20:02:56,384401 [INFOR] [userlog] 当前:2024-01-02 20:02:56 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexA_For_GLite.zip, id:3222
01-02 20:02:56,937597 [INFOR] [userlog] 当前:2024-01-02 20:02:56 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexA_For_GLite.zip, id:3222
01-02 20:02:58,141743 [INFOR] [userlog] 当前:2024-01-02 20:02:58 用户:wwh 创建固件扫描任务:AnnexB_For_Standard.zip, id:3223
01-02 20:02:58,617394 [INFOR] [userlog] 当前:2024-01-02 20:02:58 用户:wwh 开始固件扫描任务:AnnexB_For_Standard.zip, id:3223
01-02 20:02:59,810795 [INFOR] [userlog] 当前:2024-01-02 20:02:59 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexA_For_Standard.zip, id:3224
01-02 20:03:00,364637 [INFOR] [userlog] 当前:2024-01-02 20:03:00 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexA_For_Standard.zip, id:3224
01-02 20:03:01,593075 [INFOR] [userlog] 当前:2024-01-02 20:03:01 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexA_For_Netherlands.zip, id:3225
01-02 20:03:02,090025 [INFOR] [userlog] 当前:2024-01-02 20:03:01 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexA_For_Netherlands.zip, id:3225
01-02 20:03:03,260255 [INFOR] [userlog] 当前:2024-01-02 20:03:03 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexA_For_BT.zip, id:3226
01-02 20:03:03,715014 [INFOR] [userlog] 当前:2024-01-02 20:03:03 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexA_For_BT.zip, id:3226
01-02 20:03:05,007509 [INFOR] [userlog] 当前:2024-01-02 20:03:04 用户:wwh 创建固件扫描任务:AnnexB_For_Z.zip, id:3227
01-02 20:03:05,633252 [INFOR] [userlog] 当前:2024-01-02 20:03:05 用户:wwh 开始固件扫描任务:AnnexB_For_Z.zip, id:3227
01-02 20:03:06,807413 [INFOR] [userlog] 当前:2024-01-02 20:03:06 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexA_For_UK.zip, id:3228
01-02 20:03:07,337654 [INFOR] [userlog] 当前:2024-01-02 20:03:07 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexA_For_UK.zip, id:3228
01-02 20:03:08,687279 [INFOR] [userlog] 当前:2024-01-02 20:03:08 用户:wwh 创建固件扫描任务:AnnexA_For_GLite.zip, id:3229
01-02 20:03:09,174136 [INFOR] [userlog] 当前:2024-01-02 20:03:08 用户:wwh 开始固件扫描任务:AnnexA_For_GLite.zip, id:3229
01-02 20:03:10,319148 [INFOR] [userlog] 当前:2024-01-02 20:03:10 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexB_For_Germany.zip, id:3230
01-02 20:03:10,830635 [INFOR] [userlog] 当前:2024-01-02 20:03:10 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexB_For_Germany.zip, id:3230
01-02 20:03:12,054665 [INFOR] [userlog] 当前:2024-01-02 20:03:12 用户:wwh 创建固件扫描任务:Autoupgrade_AnnexA_For_ITALY.zip, id:3231
01-02 20:03:12,614528 [INFOR] [userlog] 当前:2024-01-02 20:03:12 用户:wwh 开始固件扫描任务:Autoupgrade_AnnexA_For_ITALY.zip, id:3231
01-02 20:03:13,905683 [INFOR] [userlog] 当前:2024-01-02 20:03:13 用户:wwh 创建固件扫描任务:Vigor2600V_series.zip, id:3232
01-02 20:03:14,440064 [INFOR] [userlog] 当前:2024-01-02 20:03:14 用户:wwh 开始固件扫描任务:Vigor2600V_series.zip, id:3232
01-02 20:03:15,971267 [INFOR] [userlog] 当前:2024-01-02 20:03:15 用户:wwh 创建固件扫描任务:Vigor3300V+ V2.6.2.zip, id:3233
01-02 20:03:16,500791 [INFOR] [userlog] 当前:2024-01-02 20:03:16 用户:wwh 开始固件扫描任务:Vigor3300V+ V2.6.2.zip, id:3233
01-02 20:03:17,920565 [INFOR] [userlog] 当前:2024-01-02 20:03:17 用户:wwh 创建固件扫描任务:Vigor3300V+ V2.6.1.0.zip, id:3234
01-02 20:03:18,492397 [INFOR] [userlog] 当前:2024-01-02 20:03:18 用户:wwh 开始固件扫描任务:Vigor3300V+ V2.6.1.0.zip, id:3234
01-02 20:03:19,735398 [INFOR] [userlog] 当前:2024-01-02 20:03:19 用户:wwh 创建固件扫描任务:V3K33263_en.all, id:3235
01-02 20:03:20,210986 [INFOR] [userlog] 当前:2024-01-02 20:03:19 用户:wwh 开始固件扫描任务:V3K33263_en.all, id:3235
01-02 20:03:21,527541 [INFOR] [userlog] 当前:2024-01-02 20:03:21 用户:wwh 创建固件扫描任务:VigorPro100_V2.6.1.zip, id:3236
01-02 20:03:22,057758 [INFOR] [userlog] 当前:2024-01-02 20:03:21 用户:wwh 开始固件扫描任务:VigorPro100_V2.6.1.zip, id:3236
01-02 20:03:23,140047 [INFOR] [userlog] 当前:2024-01-02 20:03:23 用户:wwh 创建固件扫描任务:VigorPro100_0322_all.zip, id:3237
01-02 20:03:23,656092 [INFOR] [userlog] 当前:2024-01-02 20:03:23 用户:wwh 开始固件扫描任务:VigorPro100_0322_all.zip, id:3237
01-02 20:03:24,896101 [INFOR] [userlog] 当前:2024-01-02 20:03:24 用户:wwh 创建固件扫描任务:VigorPro100_0322_rst.zip, id:3238
01-02 20:03:25,469377 [INFOR] [userlog] 当前:2024-01-02 20:03:25 用户:wwh 开始固件扫描任务:VigorPro100_0322_rst.zip, id:3238
01-02 20:03:26,673340 [INFOR] [userlog] 当前:2024-01-02 20:03:26 用户:wwh 创建固件扫描任务:VigorPro100_0302_all.zip, id:3239
01-02 20:03:27,227627 [INFOR] [userlog] 当前:2024-01-02 20:03:26 用户:wwh 开始固件扫描任务:VigorPro100_0302_all.zip, id:3239
01-02 20:03:28,404802 [INFOR] [userlog] 当前:2024-01-02 20:03:28 用户:wwh 创建固件扫描任务:VigorPro100_0302_rst.zip, id:3240
01-02 20:03:28,928238 [INFOR] [userlog] 当前:2024-01-02 20:03:28 用户:wwh 开始固件扫描任务:VigorPro100_0302_rst.zip, id:3240
01-02 20:03:30,221625 [INFOR] [userlog] 当前:2024-01-02 20:03:30 用户:wwh 创建固件扫描任务:VigorPro100_V2.6.0.zip, id:3241
01-02 20:03:30,757358 [INFOR] [userlog] 当前:2024-01-02 20:03:30 用户:wwh 开始固件扫描任务:VigorPro100_V2.6.0.zip, id:3241
01-02 20:03:32,171855 [INFOR] [userlog] 当前:2024-01-02 20:03:32 用户:wwh 创建固件扫描任务:Auto_VigorPro100_V2.6.0.zip, id:3242
01-02 20:03:32,748108 [INFOR] [userlog] 当前:2024-01-02 20:03:32 用户:wwh 开始固件扫描任务:Auto_VigorPro100_V2.6.0.zip, id:3242
01-02 20:03:34,066088 [INFOR] [userlog] 当前:2024-01-02 20:03:34 用户:wwh 创建固件扫描任务:VigorPro100_V3.3.1_rst.zip, id:3243
01-02 20:03:34,578568 [INFOR] [userlog] 当前:2024-01-02 20:03:34 用户:wwh 开始固件扫描任务:VigorPro100_V3.3.1_rst.zip, id:3243
01-02 20:03:35,976428 [INFOR] [userlog] 当前:2024-01-02 20:03:35 用户:wwh 创建固件扫描任务:VigorPro100_V3.3.1.zip, id:3244
01-02 20:03:36,496844 [INFOR] [userlog] 当前:2024-01-02 20:03:36 用户:wwh 开始固件扫描任务:VigorPro100_V3.3.1.zip, id:3244
01-02 20:03:37,720984 [INFOR] [userlog] 当前:2024-01-02 20:03:37 用户:wwh 创建固件扫描任务:VigorPro100_V3.3.1_all.zip, id:3245
01-02 20:03:38,138285 [INFOR] [userlog] 当前:2024-01-02 20:03:37 用户:wwh 开始固件扫描任务:VigorPro100_V3.3.1_all.zip, id:3245
01-02 20:03:41,005956 [INFOR] [userlog] 当前:2024-01-02 20:03:40 用户:wwh 创建固件扫描任务:VigorPro 100 V3.3.2.zip, id:3246
01-02 20:03:41,528981 [INFOR] [userlog] 当前:2024-01-02 20:03:41 用户:wwh 开始固件扫描任务:VigorPro 100 V3.3.2.zip, id:3246
01-02 20:03:42,568331 [INFOR] [userlog] 当前:2024-01-02 20:03:42 用户:wwh 创建固件扫描任务:QSG-V1.0(TC).zip, id:3247
01-02 20:03:43,086634 [INFOR] [userlog] 当前:2024-01-02 20:03:42 用户:wwh 开始固件扫描任务:QSG-V1.0(TC).zip, id:3247
01-02 20:03:44,116658 [INFOR] [userlog] 当前:2024-01-02 20:03:44 用户:wwh 创建固件扫描任务:QSG-V1.0.zip, id:3248
01-02 20:03:44,625103 [INFOR] [userlog] 当前:2024-01-02 20:03:44 用户:wwh 开始固件扫描任务:QSG-V1.0.zip, id:3248
01-02 20:03:45,893548 [INFOR] [userlog] 当前:2024-01-02 20:03:45 用户:wwh 创建固件扫描任务:UG-V1.0.zip, id:3249
01-02 20:03:46,424233 [INFOR] [userlog] 当前:2024-01-02 20:03:46 用户:wwh 开始固件扫描任务:UG-V1.0.zip, id:3249
01-02 20:03:47,378653 [INFOR] [userlog] 当前:2024-01-02 20:03:47 用户:wwh 创建固件扫描任务:Readme-V1.1.zip, id:3250
01-02 20:03:47,977045 [INFOR] [userlog] 当前:2024-01-02 20:03:47 用户:wwh 开始固件扫描任务:Readme-V1.1.zip, id:3250
01-02 20:03:49,379318 [INFOR] [userlog] 当前:2024-01-02 20:03:49 用户:wwh 创建固件扫描任务:UG-V1.0(SC).zip, id:3251
01-02 20:03:49,904975 [INFOR] [userlog] 当前:2024-01-02 20:03:49 用户:wwh 开始固件扫描任务:UG-V1.0(SC).zip, id:3251
01-02 20:03:50,978913 [INFOR] [userlog] 当前:2024-01-02 20:03:50 用户:wwh 创建固件扫描任务:QSG-V1.0(SC).zip, id:3252
01-02 20:03:51,514215 [INFOR] [userlog] 当前:2024-01-02 20:03:51 用户:wwh 开始固件扫描任务:QSG-V1.0(SC).zip, id:3252
01-02 20:03:52,331953 [INFOR] [userlog] 当前:2024-01-02 20:03:52 用户:wwh 创建固件扫描任务:README.zip, id:3253
01-02 20:03:52,814852 [INFOR] [userlog] 当前:2024-01-02 20:03:52 用户:wwh 开始固件扫描任务:README.zip, id:3253
01-02 20:03:54,439873 [INFOR] [userlog] 当前:2024-01-02 20:03:54 用户:wwh 创建固件扫描任务:Vigor2830V3.3.6A232201.zip, id:3254
01-02 20:03:55,062305 [INFOR] [userlog] 当前:2024-01-02 20:03:54 用户:wwh 开始固件扫描任务:Vigor2830V3.3.6A232201.zip, id:3254
01-02 20:03:56,765025 [INFOR] [userlog] 当前:2024-01-02 20:03:56 用户:wwh 创建固件扫描任务:Vigor2830V3.3.6A2121501.zip, id:3255
